timestamp,zone,flow_rate_lpm,consumption_liters,duration_min,scenario
2026-08-08 11:20:00,Chemistry Lab,5.62,54.04,9.62,Normal
2026-07-03 22:40:00,CSE Department,5.57,52.96,9.5,Normal
2026-07-20 00:00:00,Mechanical Lab,4.22,20.23,4.79,Normal
2026-07-16 00:30:00,Mechanical Lab,9.25,11.26,1.22,Normal
2026-08-20 11:10:00,Electronics Department,4.47,32.75,7.33,Normal
2026-07-06 13:50:00,Mechanical Lab,7.16,68.89,9.62,Normal
2026-07-03 08:30:00,CSE Department,3.14,26.76,8.53,Normal
2026-07-22 03:10:00,AI Lab,5.73,41.0,7.15,Normal
2026-07-29 12:20:00,Physics Lab,5.82,51.37,8.82,Normal
2026-07-12 01:10:00,CSE Department,5.22,46.28,8.87,Normal
2026-07-30 05:20:00,Physics Lab,4.73,16.4,3.47,Normal
2026-07-02 15:20:00,Electronics Department,5.89,51.5,8.74,Normal
2026-08-04 12:50:00,AIML Department,5.01,44.93,8.96,Normal
2026-07-09 16:10:00,HOD Department,2.86,27.25,9.52,Normal
2026-08-22 06:20:00,IT Department,5.06,12.92,2.55,Normal
2026-08-15 21:00:00,Physics Lab,2.32,17.43,7.51,Normal
2026-07-12 00:00:00,Mechanical Lab,6.85,26.58,3.88,Normal
2026-08-23 01:20:00,AI Lab,13.38,181.84,13.59,Suspicious
2026-08-02 06:10:00,HOD Department,2.79,10.78,3.86,Normal
2026-07-04 19:30:00,BT Department,4.75,27.51,5.79,Normal
2026-08-02 19:50:00,Chemistry Lab,6.74,29.47,4.37,Normal
2026-07-22 21:40:00,IT Department,4.5,42.03,9.35,Normal
2026-07-19 17:10:00,BT Department,5.62,54.07,9.63,Normal
2026-07-12 00:30:00,AI Lab,4.33,12.16,2.81,Normal
2026-07-28 23:20:00,BT Department,5.03,45.94,9.14,Normal
2026-08-01 09:50:00,New Seminar Hall,4.24,30.5,7.19,Normal
2026-08-03 00:50:00,Chemistry Lab,5.55,35.39,6.37,Normal
2026-08-17 19:10:00,New Seminar Hall,5.96,24.82,4.17,Normal
2026-08-21 18:20:00,Chemistry Lab,4.98,22.94,4.61,Normal
2026-07-06 00:00:00,IT Department,4.69,42.29,9.01,Normal
2026-08-18 06:40:00,AI Lab,5.11,9.28,1.82,Normal
2026-08-16 16:00:00,AIML Department,3.6,4.65,1.29,Normal
2026-08-18 19:30:00,New Seminar Hall,12.2,251.9,20.64,Suspicious
2026-07-18 12:40:00,HOD Department,3.1,28.95,9.33,Normal
2026-07-30 12:40:00,IT Department,4.79,28.1,5.87,Normal
2026-08-18 19:20:00,Biotech Department,3.8,32.5,8.55,Normal
2026-08-14 19:30:00,Physics Lab,5.77,13.32,2.31,Normal
2026-08-23 05:10:00,HOD Department,3.65,28.6,7.84,Normal
2026-08-13 22:00:00,Electronics Department,9.75,215.52,22.1,Suspicious
2026-07-09 14:40:00,Mechanical Lab,21.52,1062.31,49.37,Critical
2026-08-17 16:40:00,Mechanical Lab,3.88,11.42,2.95,Normal
2026-08-25 15:00:00,Physics Lab,5.75,43.98,7.64,Normal
2026-08-14 23:30:00,AI Lab,3.17,12.97,4.09,Normal
2026-08-20 09:10:00,IT Department,3.63,30.2,8.31,Normal
2026-07-11 20:10:00,Mechanical Lab,5.38,24.51,4.55,Normal
2026-07-02 20:00:00,BT Department,5.74,21.87,3.81,Normal
2026-08-02 07:20:00,HOD Department,3.86,25.83,6.7,Normal
2026-08-08 00:10:00,HOD Department,3.19,31.58,9.91,Normal
2026-07-04 06:10:00,IT Department,4.41,33.71,7.64,Normal
2026-07-04 20:10:00,BT Department,13.46,354.42,26.33,Suspicious
2026-08-07 06:00:00,Physics Lab,6.98,19.0,2.72,Normal
2026-08-19 17:50:00,HOD Department,2.26,8.29,3.67,Normal
2026-08-01 07:00:00,Electronics Department,1.97,17.69,8.96,Normal
2026-07-22 15:40:00,AI Lab,4.59,31.15,6.79,Normal
2026-07-12 07:40:00,CSE Department,7.53,211.88,28.16,Suspicious
2026-07-04 20:20:00,New Seminar Hall,5.77,50.05,8.67,Normal
2026-07-16 10:50:00,BT Department,8.84,91.54,10.35,Suspicious
2026-08-23 16:50:00,Biotech Department,4.6,39.06,8.49,Normal
2026-08-18 23:00:00,CSE Department,4.38,28.68,6.55,Normal
2026-08-03 23:20:00,Electronics Department,9.0,171.74,19.09,Suspicious
2026-08-15 07:40:00,AIML Department,5.06,45.84,9.06,Normal
2026-08-22 01:50:00,Mechanical Lab,7.19,51.22,7.12,Normal
2026-07-14 23:30:00,HOD Department,7.77,215.37,27.7,Suspicious
2026-07-30 02:00:00,HOD Department,5.13,44.07,8.59,Normal
2026-07-26 09:50:00,Mechanical Lab,5.81,40.87,7.03,Normal
2026-07-29 19:00:00,AIML Department,5.68,55.27,9.73,Normal
2026-07-24 14:20:00,Chemistry Lab,17.83,1594.15,89.42,Critical
2026-08-15 06:00:00,New Seminar Hall,20.96,892.36,42.57,Critical
2026-08-05 23:00:00,HOD Department,3.37,9.46,2.81,Normal
2026-07-19 05:30:00,New Seminar Hall,7.21,70.83,9.83,Normal
2026-07-03 17:50:00,Biotech Department,6.32,15.22,2.41,Normal
2026-08-19 09:30:00,BT Department,6.02,33.64,5.59,Normal
2026-08-16 23:10:00,Chemistry Lab,7.37,44.86,6.09,Normal
2026-07-03 15:30:00,HOD Department,4.04,26.1,6.47,Normal
2026-08-03 20:30:00,IT Department,5.75,39.35,6.85,Normal
2026-08-18 13:40:00,IT Department,3.26,20.5,6.28,Normal
2026-08-25 13:50:00,AIML Department,3.49,34.46,9.89,Normal
2026-07-24 21:30:00,Electronics Department,12.21,354.25,29.02,Suspicious
2026-08-16 02:20:00,BT Department,4.73,42.4,8.97,Normal
2026-08-18 22:50:00,Electronics Department,5.03,16.9,3.36,Normal
2026-08-13 04:50:00,AIML Department,10.69,269.15,25.19,Suspicious
2026-08-22 08:40:00,New Seminar Hall,5.33,20.17,3.79,Normal
2026-07-26 11:30:00,BT Department,3.46,33.21,9.6,Normal
2026-08-08 16:00:00,AI Lab,4.82,25.31,5.25,Normal
2026-07-06 12:20:00,AI Lab,10.9,302.61,27.77,Suspicious
2026-07-12 04:30:00,Chemistry Lab,6.89,11.55,1.68,Normal
2026-08-25 08:20:00,New Seminar Hall,4.02,10.51,2.62,Normal
2026-07-22 10:20:00,Chemistry Lab,3.8,4.33,1.14,Normal
2026-07-24 07:10:00,CSE Department,3.69,21.05,5.7,Normal
2026-08-02 09:40:00,AI Lab,2.6,8.0,3.08,Normal
2026-08-15 00:20:00,Electronics Department,3.2,10.26,3.21,Normal
2026-07-17 03:10:00,Biotech Department,6.17,9.43,1.53,Normal
2026-08-18 01:00:00,BT Department,5.82,56.81,9.76,Normal
2026-07-17 12:50:00,Biotech Department,4.39,38.38,8.74,Normal
2026-07-22 02:40:00,IT Department,5.21,36.59,7.02,Normal
2026-08-11 06:40:00,Physics Lab,5.33,13.12,2.46,Normal
2026-08-14 16:20:00,AI Lab,6.19,35.41,5.72,Normal
2026-08-21 16:50:00,Physics Lab,4.71,43.5,9.23,Normal
2026-07-21 15:50:00,Physics Lab,5.73,42.89,7.49,Normal
2026-07-03 03:10:00,Chemistry Lab,6.77,48.9,7.22,Normal
2026-08-21 05:20:00,AI Lab,4.68,37.98,8.11,Normal
2026-08-09 22:40:00,New Seminar Hall,5.24,38.47,7.35,Normal
2026-08-07 05:20:00,Electronics Department,5.2,48.59,9.35,Normal
2026-08-17 11:10:00,AIML Department,4.82,38.97,8.09,Normal
2026-07-03 23:20:00,CSE Department,4.28,18.35,4.29,Normal
2026-08-06 05:20:00,Physics Lab,5.77,19.63,3.4,Normal
2026-07-19 04:10:00,Mechanical Lab,8.33,58.0,6.97,Normal
2026-07-16 19:10:00,New Seminar Hall,5.98,15.45,2.58,Normal
2026-07-05 11:50:00,CSE Department,4.39,12.67,2.88,Normal
2026-07-14 03:20:00,Chemistry Lab,3.85,16.99,4.41,Normal
2026-07-01 15:30:00,IT Department,3.77,22.8,6.04,Normal
2026-07-11 08:40:00,Mechanical Lab,6.95,64.58,9.29,Normal
2026-07-12 19:20:00,IT Department,3.74,10.93,2.92,Normal
2026-07-12 08:20:00,AIML Department,2.65,7.48,2.82,Normal
2026-08-05 20:50:00,BT Department,12.08,216.35,17.91,Suspicious
2026-07-14 11:30:00,Biotech Department,18.93,1362.86,71.98,Critical
2026-08-07 07:20:00,HOD Department,2.94,17.35,5.9,Normal
2026-08-09 01:00:00,BT Department,5.51,50.99,9.26,Normal
2026-08-05 23:30:00,AIML Department,3.07,20.26,6.59,Normal
2026-08-07 07:00:00,AI Lab,14.7,231.94,15.78,Suspicious
2026-07-31 18:10:00,Chemistry Lab,5.76,46.51,8.07,Normal
2026-08-23 11:10:00,CSE Department,4.09,29.35,7.18,Normal
2026-07-20 00:30:00,AIML Department,4.0,30.1,7.53,Normal
2026-07-17 09:00:00,Chemistry Lab,22.06,1081.11,49.01,Critical
2026-07-27 15:40:00,IT Department,2.52,16.92,6.7,Normal
2026-08-19 01:40:00,AI Lab,5.91,42.08,7.12,Normal
2026-08-13 13:40:00,Biotech Department,4.46,24.95,5.6,Normal
2026-07-24 19:10:00,AIML Department,3.43,31.74,9.27,Normal
2026-07-29 05:10:00,Electronics Department,6.04,59.06,9.79,Normal
2026-07-12 10:40:00,New Seminar Hall,5.64,31.53,5.59,Normal
2026-08-16 09:40:00,Physics Lab,3.36,13.08,3.9,Normal
2026-08-09 20:00:00,Biotech Department,4.58,44.98,9.83,Normal
2026-07-24 16:00:00,Electronics Department,3.07,3.6,1.17,Normal
2026-08-13 21:40:00,Mechanical Lab,15.45,168.36,10.9,Suspicious
2026-07-21 03:10:00,AI Lab,4.46,19.45,4.36,Normal
2026-08-01 05:00:00,New Seminar Hall,6.71,42.56,6.35,Normal
2026-08-10 17:50:00,Electronics Department,5.33,45.18,8.48,Normal
2026-07-10 08:20:00,Biotech Department,5.13,10.82,2.11,Normal
2026-07-04 07:00:00,New Seminar Hall,4.51,7.46,1.66,Normal
2026-07-25 05:30:00,AI Lab,6.0,58.49,9.74,Normal
2026-07-06 22:10:00,CSE Department,3.2,21.67,6.78,Normal
2026-07-17 02:50:00,Chemistry Lab,15.92,353.09,22.17,Suspicious
2026-07-04 04:20:00,AI Lab,3.72,30.48,8.2,Normal
2026-08-16 19:30:00,Mechanical Lab,5.34,11.91,2.23,Normal
2026-07-05 22:50:00,CSE Department,4.31,30.51,7.08,Normal
2026-07-18 10:20:00,Mechanical Lab,4.67,39.1,8.37,Normal
2026-07-04 09:00:00,Biotech Department,5.24,38.91,7.43,Normal
2026-08-08 16:50:00,Mechanical Lab,5.33,6.56,1.23,Normal
2026-08-19 20:20:00,Physics Lab,12.97,137.67,10.62,Suspicious
2026-07-04 08:20:00,Biotech Department,5.41,45.26,8.37,Normal
2026-08-06 21:30:00,Chemistry Lab,7.28,25.63,3.52,Normal
2026-07-06 13:10:00,AI Lab,3.69,32.34,8.76,Normal
2026-07-14 21:20:00,HOD Department,8.71,259.19,29.77,Suspicious
2026-07-16 03:30:00,CSE Department,11.23,279.65,24.9,Suspicious
2026-08-05 03:30:00,Electronics Department,5.61,40.59,7.23,Normal
2026-07-23 06:30:00,IT Department,3.92,6.65,1.7,Normal
2026-08-03 11:50:00,Biotech Department,5.74,42.44,7.4,Normal
2026-08-24 17:50:00,CSE Department,3.28,4.04,1.23,Normal
2026-08-15 07:10:00,Biotech Department,2.38,23.62,9.93,Normal
2026-07-23 02:30:00,Physics Lab,5.86,48.88,8.34,Normal
2026-07-08 14:50:00,IT Department,5.28,34.83,6.6,Normal
2026-07-05 16:20:00,Electronics Department,11.87,155.02,13.06,Suspicious
2026-07-13 15:50:00,Mechanical Lab,6.89,46.06,6.68,Normal
2026-07-22 10:30:00,New Seminar Hall,5.83,21.03,3.61,Normal
2026-07-16 11:00:00,Biotech Department,6.05,22.67,3.75,Normal
2026-07-09 19:50:00,Biotech Department,3.62,27.6,7.63,Normal
2026-07-02 19:00:00,Electronics Department,8.15,87.45,10.73,Suspicious
2026-08-12 22:20:00,Chemistry Lab,11.18,188.74,16.88,Suspicious
2026-07-28 20:10:00,IT Department,3.57,7.63,2.14,Normal
2026-08-17 17:00:00,Electronics Department,4.21,4.57,1.09,Normal
2026-07-02 02:20:00,CSE Department,5.73,57.08,9.96,Normal
2026-07-01 16:30:00,Electronics Department,5.88,16.83,2.86,Normal
2026-07-11 17:50:00,AI Lab,7.99,52.34,6.55,Normal
2026-07-09 00:50:00,New Seminar Hall,7.54,26.9,3.57,Normal
2026-07-11 12:00:00,HOD Department,2.88,16.49,5.72,Normal
2026-08-24 07:50:00,IT Department,4.2,30.98,7.37,Normal
2026-07-15 11:20:00,BT Department,10.56,111.68,10.57,Suspicious
2026-07-05 20:40:00,AI Lab,3.83,17.11,4.47,Normal
2026-07-17 13:30:00,Mechanical Lab,7.04,57.79,8.2,Normal
2026-07-20 06:20:00,IT Department,2.58,14.45,5.6,Normal
2026-08-09 04:50:00,Chemistry Lab,6.79,35.81,5.27,Normal
2026-08-03 11:40:00,CSE Department,4.75,32.54,6.85,Normal
2026-07-28 02:30:00,IT Department,19.67,1238.29,62.94,Critical
2026-08-20 10:40:00,Physics Lab,5.77,47.51,8.23,Normal
2026-07-13 19:10:00,Mechanical Lab,5.54,29.35,5.29,Normal
2026-07-13 03:40:00,AI Lab,4.89,17.65,3.61,Normal
2026-08-15 01:20:00,AI Lab,3.42,12.53,3.66,Normal
2026-07-19 20:50:00,Physics Lab,4.07,35.11,8.63,Normal
2026-08-02 05:10:00,Biotech Department,4.17,14.42,3.46,Normal
2026-07-27 15:10:00,IT Department,3.23,31.73,9.83,Normal
2026-08-06 03:30:00,Mechanical Lab,5.63,33.93,6.03,Normal
2026-07-21 18:50:00,Mechanical Lab,5.77,15.09,2.61,Normal
2026-07-11 17:40:00,Physics Lab,26.85,1723.26,64.18,Critical
2026-07-21 18:10:00,Mechanical Lab,7.06,14.37,2.03,Normal
2026-08-18 10:00:00,Mechanical Lab,5.5,10.85,1.97,Normal
2026-08-15 08:20:00,CSE Department,2.58,11.48,4.46,Normal
2026-08-13 12:10:00,HOD Department,3.54,8.57,2.42,Normal
2026-08-13 20:20:00,HOD Department,4.12,18.37,4.46,Normal
2026-08-03 20:00:00,BT Department,4.65,4.97,1.07,Normal
2026-08-11 03:20:00,Chemistry Lab,5.75,26.88,4.67,Normal
2026-08-11 18:10:00,Physics Lab,5.46,43.92,8.04,Normal
2026-07-28 22:30:00,AI Lab,4.98,36.58,7.35,Normal
2026-08-06 11:00:00,Electronics Department,5.09,30.22,5.94,Normal
2026-07-18 18:20:00,Electronics Department,7.1,30.8,4.34,Normal
2026-07-15 19:10:00,IT Department,4.43,39.92,9.0,Normal
2026-07-06 05:30:00,Biotech Department,6.75,62.63,9.27,Normal
2026-07-14 08:00:00,AIML Department,3.69,33.12,8.97,Normal
2026-07-18 19:20:00,Chemistry Lab,10.67,309.07,28.97,Suspicious
2026-08-09 01:50:00,Physics Lab,8.06,59.94,7.44,Normal
2026-08-02 17:50:00,AIML Department,3.58,20.0,5.58,Normal
2026-07-01 17:30:00,Physics Lab,5.35,39.32,7.35,Normal
2026-07-14 15:40:00,AI Lab,5.33,51.81,9.72,Normal
2026-08-25 05:00:00,CSE Department,2.73,26.42,9.68,Normal
2026-07-27 05:20:00,IT Department,4.45,42.97,9.66,Normal
2026-07-27 23:20:00,BT Department,5.38,21.9,4.07,Normal
2026-08-14 20:00:00,New Seminar Hall,14.99,423.5,28.24,Suspicious
2026-08-03 22:40:00,New Seminar Hall,8.1,48.92,6.04,Normal
2026-07-04 23:50:00,New Seminar Hall,13.52,367.57,27.18,Suspicious
2026-08-12 17:30:00,IT Department,10.53,292.59,27.79,Suspicious
2026-08-15 08:30:00,Physics Lab,4.67,24.64,5.28,Normal
2026-07-23 14:50:00,New Seminar Hall,6.37,55.95,8.78,Normal
2026-08-12 11:00:00,Mechanical Lab,5.63,7.43,1.32,Normal
2026-08-08 22:50:00,IT Department,3.95,16.35,4.14,Normal
2026-07-05 06:10:00,AI Lab,5.75,27.26,4.74,Normal
2026-08-22 11:40:00,AI Lab,6.37,35.23,5.53,Normal
2026-07-21 05:00:00,Biotech Department,4.4,43.29,9.84,Normal
2026-08-22 16:20:00,IT Department,2.68,11.02,4.12,Normal
2026-07-16 11:50:00,Physics Lab,5.9,57.27,9.7,Normal
2026-08-14 20:40:00,Electronics Department,6.01,18.13,3.02,Normal
2026-07-15 11:00:00,Electronics Department,4.98,47.64,9.57,Normal
2026-07-05 18:40:00,Chemistry Lab,6.13,33.59,5.48,Normal
2026-07-18 07:30:00,Biotech Department,6.31,58.07,9.2,Normal
2026-07-18 02:00:00,Electronics Department,4.88,18.22,3.74,Normal
2026-07-29 03:10:00,Mechanical Lab,7.12,17.87,2.51,Normal
2026-07-06 09:40:00,Mechanical Lab,5.48,12.03,2.19,Normal
2026-08-10 12:50:00,Electronics Department,4.45,29.73,6.67,Normal
2026-08-04 16:30:00,CSE Department,5.04,17.39,3.45,Normal
2026-07-14 23:20:00,HOD Department,3.49,11.42,3.28,Normal
2026-08-07 02:40:00,New Seminar Hall,4.4,31.15,7.07,Normal
2026-07-25 11:50:00,BT Department,6.28,21.95,3.5,Normal
2026-07-16 09:00:00,AIML Department,4.47,12.31,2.75,Normal
2026-08-18 12:40:00,AI Lab,4.45,35.18,7.9,Normal
2026-08-23 08:20:00,Physics Lab,6.23,11.44,1.84,Normal
2026-07-03 14:10:00,AI Lab,3.33,3.94,1.18,Normal
2026-07-13 23:20:00,New Seminar Hall,4.29,22.07,5.15,Normal
2026-08-05 04:50:00,AI Lab,5.49,42.71,7.78,Normal
2026-08-06 03:50:00,IT Department,2.76,4.73,1.72,Normal
2026-07-03 08:20:00,AIML Department,4.11,7.79,1.9,Normal
2026-07-13 11:10:00,Electronics Department,8.47,93.67,11.05,Suspicious
2026-07-23 09:20:00,AIML Department,3.44,29.62,8.62,Normal
2026-08-19 03:30:00,AIML Department,5.34,23.28,4.36,Normal
2026-07-20 10:20:00,Electronics Department,3.47,11.53,3.33,Normal
2026-07-17 19:20:00,AIML Department,3.53,18.79,5.32,Normal
2026-08-01 10:10:00,Biotech Department,6.26,54.39,8.69,Normal
2026-08-24 04:00:00,New Seminar Hall,16.14,418.78,25.95,Suspicious
2026-07-22 21:00:00,AI Lab,4.5,14.14,3.14,Normal
2026-08-07 02:00:00,HOD Department,3.23,19.75,6.11,Normal
2026-07-25 09:20:00,IT Department,5.21,48.66,9.33,Normal
2026-07-31 16:40:00,AI Lab,3.92,9.47,2.42,Normal
2026-08-22 10:00:00,New Seminar Hall,17.3,514.73,29.76,Suspicious
2026-08-16 23:00:00,New Seminar Hall,7.39,32.47,4.39,Normal
2026-08-16 14:30:00,CSE Department,4.99,44.53,8.92,Normal
2026-08-05 16:30:00,BT Department,6.25,37.59,6.01,Normal
2026-07-07 08:00:00,HOD Department,3.62,29.53,8.16,Normal
2026-08-22 21:30:00,Chemistry Lab,5.95,58.58,9.84,Normal
2026-08-17 09:40:00,Electronics Department,15.59,1014.43,65.05,Critical
2026-07-27 02:00:00,New Seminar Hall,6.17,29.55,4.79,Normal
2026-08-25 10:40:00,HOD Department,3.32,14.23,4.28,Normal
2026-07-03 21:50:00,HOD Department,3.45,29.54,8.56,Normal
2026-07-25 11:30:00,New Seminar Hall,5.93,19.94,3.36,Normal
2026-07-17 22:10:00,New Seminar Hall,6.54,9.18,1.4,Normal
2026-08-14 05:00:00,Chemistry Lab,6.84,11.39,1.66,Normal
2026-08-13 23:20:00,Biotech Department,5.29,46.98,8.87,Normal
2026-08-09 15:50:00,Biotech Department,6.89,22.02,3.2,Normal
2026-08-01 11:50:00,AI Lab,2.89,22.28,7.71,Normal
2026-08-23 14:10:00,AIML Department,3.88,5.87,1.51,Normal
2026-07-10 18:40:00,AIML Department,6.1,29.92,4.91,Normal
2026-07-07 15:50:00,AIML Department,4.04,13.65,3.38,Normal
2026-08-06 00:50:00,Mechanical Lab,6.72,17.32,2.58,Normal
2026-07-31 03:50:00,New Seminar Hall,6.08,37.12,6.11,Normal
2026-08-25 17:20:00,Electronics Department,4.01,19.84,4.95,Normal
2026-08-02 07:00:00,AI Lab,10.68,295.92,27.7,Suspicious
2026-07-08 00:40:00,CSE Department,3.23,8.49,2.63,Normal
2026-07-11 05:10:00,Physics Lab,7.2,16.92,2.35,Normal
2026-07-02 04:20:00,New Seminar Hall,6.42,20.69,3.22,Normal
2026-07-04 15:50:00,CSE Department,3.54,7.43,2.1,Normal
2026-07-05 22:20:00,CSE Department,4.35,13.33,3.07,Normal
2026-08-16 19:20:00,New Seminar Hall,9.68,42.11,4.35,Normal
2026-07-16 12:50:00,Physics Lab,6.3,10.66,1.69,Normal
2026-08-06 13:00:00,Chemistry Lab,7.81,68.33,8.75,Normal
2026-07-16 03:10:00,Electronics Department,4.34,39.95,9.2,Normal
2026-07-04 09:10:00,Biotech Department,4.87,40.38,8.29,Normal
2026-07-10 21:50:00,Mechanical Lab,8.47,72.91,8.6,Normal
2026-07-11 08:30:00,BT Department,2.78,15.83,5.7,Normal
2026-07-31 17:50:00,IT Department,3.7,10.96,2.97,Normal
2026-07-31 10:30:00,Physics Lab,5.22,11.46,2.2,Normal
2026-07-11 14:10:00,Electronics Department,3.05,8.21,2.69,Normal
2026-08-17 04:50:00,BT Department,4.98,15.98,3.21,Normal
2026-07-09 11:30:00,Chemistry Lab,3.28,7.25,2.21,Normal
2026-08-01 19:40:00,Chemistry Lab,6.75,46.72,6.92,Normal
2026-08-07 21:30:00,CSE Department,3.88,34.65,8.93,Normal
2026-07-18 07:40:00,CSE Department,5.9,30.62,5.19,Normal
2026-07-28 18:00:00,Chemistry Lab,21.44,1824.38,85.09,Critical
2026-07-22 18:10:00,Physics Lab,13.4,140.93,10.52,Suspicious
2026-07-03 06:30:00,AIML Department,3.17,13.55,4.27,Normal
2026-07-19 06:00:00,BT Department,4.79,26.6,5.55,Normal
2026-08-02 10:50:00,IT Department,4.09,38.42,9.4,Normal
2026-07-08 23:30:00,Physics Lab,5.8,11.13,1.92,Normal
2026-08-13 13:20:00,Mechanical Lab,4.42,33.38,7.55,Normal
2026-07-13 02:20:00,Chemistry Lab,5.96,44.92,7.54,Normal
2026-07-16 05:00:00,CSE Department,3.62,33.53,9.27,Normal
2026-07-24 08:50:00,Chemistry Lab,5.64,37.72,6.69,Normal
2026-07-18 03:50:00,Mechanical Lab,5.38,32.22,5.99,Normal
2026-08-13 23:30:00,Chemistry Lab,11.9,150.4,12.64,Suspicious
2026-08-05 13:00:00,Mechanical Lab,24.77,1795.91,72.51,Critical
2026-07-05 08:10:00,Electronics Department,4.33,17.0,3.93,Normal
2026-07-01 17:50:00,AIML Department,6.6,41.96,6.35,Normal
2026-07-06 19:10:00,CSE Department,4.21,39.33,9.35,Normal
2026-07-18 23:50:00,AIML Department,4.78,18.3,3.83,Normal
2026-08-10 19:50:00,Chemistry Lab,15.19,374.1,24.63,Suspicious
2026-08-05 19:20:00,Electronics Department,3.59,21.17,5.9,Normal
2026-07-31 05:20:00,Electronics Department,3.64,23.18,6.37,Normal
2026-08-19 12:40:00,New Seminar Hall,5.49,24.31,4.43,Normal
2026-08-07 13:20:00,Mechanical Lab,4.66,13.53,2.9,Normal
2026-08-22 11:50:00,IT Department,8.55,148.67,17.38,Suspicious
2026-08-22 18:50:00,IT Department,17.91,1023.16,57.11,Critical
2026-07-28 11:10:00,Electronics Department,5.06,26.75,5.28,Normal
2026-08-22 09:30:00,BT Department,5.63,21.61,3.84,Normal
2026-08-14 19:10:00,CSE Department,10.3,193.24,18.76,Suspicious
2026-08-06 04:30:00,AIML Department,2.37,17.26,7.27,Normal
2026-08-17 12:10:00,AI Lab,3.0,10.13,3.38,Normal
2026-07-02 14:40:00,CSE Department,4.42,35.64,8.07,Normal
2026-07-18 11:40:00,IT Department,3.25,4.86,1.49,Normal
2026-07-18 19:10:00,Biotech Department,4.94,9.91,2.0,Normal
2026-07-04 06:00:00,Mechanical Lab,12.58,184.06,14.63,Suspicious
2026-07-05 04:10:00,IT Department,2.96,26.48,8.95,Normal
2026-07-11 00:50:00,AIML Department,3.27,15.25,4.66,Normal
2026-08-20 00:40:00,IT Department,4.53,5.14,1.14,Normal
2026-07-18 01:10:00,New Seminar Hall,6.19,53.14,8.59,Normal
2026-08-17 18:00:00,Physics Lab,5.71,32.56,5.7,Normal
2026-07-13 13:20:00,Chemistry Lab,4.77,8.09,1.7,Normal
2026-08-22 13:30:00,HOD Department,3.57,30.88,8.64,Normal
2026-07-03 09:30:00,AI Lab,4.65,19.5,4.19,Normal
2026-07-04 09:50:00,CSE Department,3.54,22.46,6.34,Normal
2026-07-25 21:40:00,Mechanical Lab,5.34,25.01,4.69,Normal
2026-07-09 02:30:00,New Seminar Hall,6.92,52.18,7.54,Normal
2026-07-19 21:30:00,AI Lab,4.14,9.36,2.26,Normal
2026-07-19 10:10:00,CSE Department,5.48,32.46,5.92,Normal
2026-07-14 16:10:00,AI Lab,4.45,33.77,7.6,Normal
2026-07-05 21:10:00,Physics Lab,6.69,25.29,3.78,Normal
2026-08-03 00:40:00,Electronics Department,8.9,157.28,17.67,Suspicious
2026-08-08 17:50:00,Chemistry Lab,3.21,21.14,6.59,Normal
2026-07-22 11:10:00,Chemistry Lab,4.71,32.17,6.83,Normal
2026-07-30 18:30:00,Electronics Department,4.5,35.91,7.98,Normal
2026-08-13 09:50:00,Mechanical Lab,5.76,25.19,4.37,Normal
2026-07-29 11:00:00,AI Lab,4.04,37.13,9.2,Normal
2026-08-16 21:20:00,BT Department,3.69,30.4,8.23,Normal
2026-08-13 12:40:00,CSE Department,5.92,9.61,1.62,Normal
2026-07-05 05:00:00,Physics Lab,10.64,242.61,22.81,Suspicious
2026-08-17 03:10:00,Chemistry Lab,24.46,779.62,31.87,Critical
2026-07-10 20:30:00,Mechanical Lab,5.6,44.07,7.87,Normal
2026-07-07 15:10:00,BT Department,4.94,32.75,6.63,Normal
2026-07-29 04:20:00,Mechanical Lab,3.83,18.42,4.81,Normal
2026-07-11 06:50:00,Chemistry Lab,26.46,1658.81,62.69,Critical
2026-08-24 11:40:00,BT Department,12.95,171.09,13.21,Suspicious
2026-07-31 23:20:00,Biotech Department,4.32,16.89,3.91,Normal
2026-08-05 06:00:00,HOD Department,4.29,14.25,3.32,Normal
2026-08-11 18:00:00,AIML Department,4.51,35.08,7.78,Normal
2026-07-07 18:20:00,HOD Department,7.21,88.95,12.34,Suspicious
2026-07-23 12:40:00,BT Department,5.93,51.5,8.68,Normal
2026-07-01 10:30:00,HOD Department,4.48,26.15,5.83,Normal
2026-08-20 14:40:00,Mechanical Lab,4.73,11.13,2.35,Normal
2026-08-20 22:20:00,AIML Department,4.78,24.98,5.23,Normal
2026-08-09 22:20:00,Physics Lab,6.64,14.98,2.25,Normal
2026-07-09 09:30:00,HOD Department,2.42,7.72,3.19,Normal
2026-07-26 06:20:00,New Seminar Hall,14.4,420.51,29.21,Suspicious
2026-07-30 19:50:00,BT Department,3.73,10.55,2.83,Normal
2026-08-21 04:30:00,Biotech Department,10.59,252.16,23.81,Suspicious
2026-08-04 14:20:00,HOD Department,3.67,12.39,3.37,Normal
2026-08-09 03:10:00,AI Lab,4.75,44.3,9.33,Normal
2026-07-28 13:40:00,AIML Department,11.51,222.19,19.3,Suspicious
2026-07-10 19:00:00,CSE Department,3.75,12.86,3.43,Normal
2026-07-09 18:00:00,Chemistry Lab,4.92,32.48,6.6,Normal
2026-07-14 08:40:00,Mechanical Lab,3.64,28.12,7.72,Normal
2026-07-18 19:30:00,Biotech Department,5.71,18.39,3.22,Normal
2026-07-22 09:40:00,BT Department,3.82,26.83,7.02,Normal
